project_id,doc_name,doc_type,file_path,file_hash,extracted_text,extracted_data_json,consistency_score
SYN-PRJ-00007,Administrative_Sanction_Order_SYN-PRJ-00007.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00007.pdf,syn_hash_so_SYN-PRJ-0000,"SANCTION ORDER: Project SYN-PRJ-00007. Total administrative approval of INR 1,475,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1475000.0, ""sanction_date"": ""2023-10-26"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00007,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00007.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00007.pdf,syn_hash_uc_SYN-PRJ-0000,"FORM GFR 19-A. Certified that out of Rs 1,475,000.00 sanctioned, Rs 1,273,000.00 has been properly utilized.","{""claimed_utilization"": 1273000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00008,Administrative_Sanction_Order_SYN-PRJ-00008.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00008.pdf,syn_hash_so_SYN-PRJ-0000,"SANCTION ORDER: Project SYN-PRJ-00008. Total administrative approval of INR 495,000.00 sanctioned under MPLADS.","{""sanction_amount"": 495000.0, ""sanction_date"": ""2021-05-06"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00008,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00008.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00008.pdf,syn_hash_uc_SYN-PRJ-0000,"FORM GFR 19-A. Certified that out of Rs 495,000.00 sanctioned, Rs 477,000.00 has been properly utilized.","{""claimed_utilization"": 477000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00009,Administrative_Sanction_Order_SYN-PRJ-00009.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00009.pdf,syn_hash_so_SYN-PRJ-0000,"SANCTION ORDER: Project SYN-PRJ-00009. Total administrative approval of INR 4,880,000.00 sanctioned under MPLADS.","{""sanction_amount"": 4880000.0, ""sanction_date"": ""2021-03-15"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00009,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00009.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00009.pdf,syn_hash_uc_SYN-PRJ-0000,"FORM GFR 19-A. Certified that out of Rs 4,880,000.00 sanctioned, Rs 4,375,000.00 has been properly utilized.","{""claimed_utilization"": 4375000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00010,Administrative_Sanction_Order_SYN-PRJ-00010.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00010.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00010. Total administrative approval of INR 2,965,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2965000.0, ""sanction_date"": ""2024-09-02"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00010,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00010.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00010.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 2,965,000.00 sanctioned, Rs 2,642,000.00 has been properly utilized.","{""claimed_utilization"": 2642000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00011,Administrative_Sanction_Order_SYN-PRJ-00011.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00011.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00011. Total administrative approval of INR 3,065,000.00 sanctioned under MPLADS.","{""sanction_amount"": 3065000.0, ""sanction_date"": ""2021-10-21"", ""agency"": ""Zila Parishad Engineering Wing""}",100.0
SYN-PRJ-00011,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00011.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00011.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 3,065,000.00 sanctioned, Rs 2,051,000.00 has been properly utilized.","{""claimed_utilization"": 2051000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00012,Administrative_Sanction_Order_SYN-PRJ-00012.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00012.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00012. Total administrative approval of INR 2,680,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2680000.0, ""sanction_date"": ""2024-01-23"", ""agency"": ""Panchayati Raj Engineering Division""}",100.0
SYN-PRJ-00012,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00012.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00012.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 2,680,000.00 sanctioned, Rs 1,722,000.00 has been properly utilized.","{""claimed_utilization"": 1722000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00013,Administrative_Sanction_Order_SYN-PRJ-00013.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00013.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00013. Total administrative approval of INR 2,555,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2555000.0, ""sanction_date"": ""2023-09-10"", ""agency"": ""Public Works Department (PWD)""}",100.0
SYN-PRJ-00013,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00013.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00013.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 2,555,000.00 sanctioned, Rs 2,475,000.00 has been properly utilized.","{""claimed_utilization"": 2475000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00014,Administrative_Sanction_Order_SYN-PRJ-00014.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00014.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00014. Total administrative approval of INR 4,595,000.00 sanctioned under MPLADS.","{""sanction_amount"": 4595000.0, ""sanction_date"": ""2023-12-28"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00014,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00014.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00014.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 4,595,000.00 sanctioned, Rs 3,449,000.00 has been properly utilized.","{""claimed_utilization"": 3449000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00015,Administrative_Sanction_Order_SYN-PRJ-00015.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00015.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00015. Total administrative approval of INR 855,000.00 sanctioned under MPLADS.","{""sanction_amount"": 855000.0, ""sanction_date"": ""2024-01-12"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00015,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00015.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00015.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 855,000.00 sanctioned, Rs 549,000.00 has been properly utilized.","{""claimed_utilization"": 549000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00016,Administrative_Sanction_Order_SYN-PRJ-00016.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00016.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00016. Total administrative approval of INR 3,920,000.00 sanctioned under MPLADS.","{""sanction_amount"": 3920000.0, ""sanction_date"": ""2021-08-04"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00016,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00016.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00016.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 3,920,000.00 sanctioned, Rs 3,740,000.00 has been properly utilized.","{""claimed_utilization"": 3740000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00017,Administrative_Sanction_Order_SYN-PRJ-00017.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00017.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00017. Total administrative approval of INR 870,000.00 sanctioned under MPLADS.","{""sanction_amount"": 870000.0, ""sanction_date"": ""2023-06-16"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00017,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00017.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00017.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 870,000.00 sanctioned, Rs 763,000.00 has been properly utilized.","{""claimed_utilization"": 763000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00018,Administrative_Sanction_Order_SYN-PRJ-00018.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00018.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00018. Total administrative approval of INR 580,000.00 sanctioned under MPLADS.","{""sanction_amount"": 580000.0, ""sanction_date"": ""2021-11-04"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00018,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00018.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00018.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 580,000.00 sanctioned, Rs 494,000.00 has been properly utilized.","{""claimed_utilization"": 494000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00019,Administrative_Sanction_Order_SYN-PRJ-00019.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00019.pdf,syn_hash_so_SYN-PRJ-0001,"SANCTION ORDER: Project SYN-PRJ-00019. Total administrative approval of INR 1,425,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1425000.0, ""sanction_date"": ""2023-06-02"", ""agency"": ""Irrigation & Flood Control Department""}",100.0
SYN-PRJ-00019,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00019.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00019.pdf,syn_hash_uc_SYN-PRJ-0001,"FORM GFR 19-A. Certified that out of Rs 1,425,000.00 sanctioned, Rs 1,293,000.00 has been properly utilized.","{""claimed_utilization"": 1293000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00020,Administrative_Sanction_Order_SYN-PRJ-00020.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00020.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00020. Total administrative approval of INR 2,280,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2280000.0, ""sanction_date"": ""2024-09-24"", ""agency"": ""Irrigation & Flood Control Department""}",100.0
SYN-PRJ-00020,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00020.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00020.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 2,280,000.00 sanctioned, Rs 1,777,000.00 has been properly utilized.","{""claimed_utilization"": 1777000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00021,Administrative_Sanction_Order_SYN-PRJ-00021.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00021.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00021. Total administrative approval of INR 3,550,000.00 sanctioned under MPLADS.","{""sanction_amount"": 3550000.0, ""sanction_date"": ""2022-06-12"", ""agency"": ""Zila Parishad Engineering Wing""}",100.0
SYN-PRJ-00021,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00021.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00021.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 3,550,000.00 sanctioned, Rs 3,499,000.00 has been properly utilized.","{""claimed_utilization"": 3499000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00022,Administrative_Sanction_Order_SYN-PRJ-00022.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00022.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00022. Total administrative approval of INR 1,970,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1970000.0, ""sanction_date"": ""2022-09-11"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00022,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00022.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00022.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 1,970,000.00 sanctioned, Rs 1,834,000.00 has been properly utilized.","{""claimed_utilization"": 1834000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00023,Administrative_Sanction_Order_SYN-PRJ-00023.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00023.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00023. Total administrative approval of INR 2,875,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2875000.0, ""sanction_date"": ""2022-12-09"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00023,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00023.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00023.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 2,875,000.00 sanctioned, Rs 2,861,000.00 has been properly utilized.","{""claimed_utilization"": 2861000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00024,Administrative_Sanction_Order_SYN-PRJ-00024.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00024.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00024. Total administrative approval of INR 990,000.00 sanctioned under MPLADS.","{""sanction_amount"": 990000.0, ""sanction_date"": ""2021-09-25"", ""agency"": ""Irrigation & Flood Control Department""}",100.0
SYN-PRJ-00024,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00024.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00024.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 990,000.00 sanctioned, Rs 964,000.00 has been properly utilized.","{""claimed_utilization"": 964000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00025,Administrative_Sanction_Order_SYN-PRJ-00025.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00025.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00025. Total administrative approval of INR 3,005,000.00 sanctioned under MPLADS.","{""sanction_amount"": 3005000.0, ""sanction_date"": ""2022-04-13"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00025,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00025.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00025.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 3,005,000.00 sanctioned, Rs 2,690,000.00 has been properly utilized.","{""claimed_utilization"": 2690000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00026,Administrative_Sanction_Order_SYN-PRJ-00026.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00026.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00026. Total administrative approval of INR 1,250,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1250000.0, ""sanction_date"": ""2021-08-02"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00026,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00026.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00026.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 1,250,000.00 sanctioned, Rs 1,188,000.00 has been properly utilized.","{""claimed_utilization"": 1188000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00027,Administrative_Sanction_Order_SYN-PRJ-00027.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00027.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00027. Total administrative approval of INR 1,605,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1605000.0, ""sanction_date"": ""2024-06-28"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00027,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00027.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00027.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 1,605,000.00 sanctioned, Rs 1,417,000.00 has been properly utilized.","{""claimed_utilization"": 1417000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00028,Administrative_Sanction_Order_SYN-PRJ-00028.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00028.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00028. Total administrative approval of INR 4,855,000.00 sanctioned under MPLADS.","{""sanction_amount"": 4855000.0, ""sanction_date"": ""2022-02-07"", ""agency"": ""State Bridge Construction Corporation""}",100.0
SYN-PRJ-00028,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00028.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00028.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 4,855,000.00 sanctioned, Rs 4,281,000.00 has been properly utilized.","{""claimed_utilization"": 4281000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00029,Administrative_Sanction_Order_SYN-PRJ-00029.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00029.pdf,syn_hash_so_SYN-PRJ-0002,"SANCTION ORDER: Project SYN-PRJ-00029. Total administrative approval of INR 965,000.00 sanctioned under MPLADS.","{""sanction_amount"": 965000.0, ""sanction_date"": ""2024-02-24"", ""agency"": ""Zila Parishad Engineering Wing""}",100.0
SYN-PRJ-00029,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00029.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00029.pdf,syn_hash_uc_SYN-PRJ-0002,"FORM GFR 19-A. Certified that out of Rs 965,000.00 sanctioned, Rs 618,000.00 has been properly utilized.","{""claimed_utilization"": 618000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00030,Administrative_Sanction_Order_SYN-PRJ-00030.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00030.pdf,syn_hash_so_SYN-PRJ-0003,"SANCTION ORDER: Project SYN-PRJ-00030. Total administrative approval of INR 1,095,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1095000.0, ""sanction_date"": ""2021-03-01"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00030,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00030.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00030.pdf,syn_hash_uc_SYN-PRJ-0003,"FORM GFR 19-A. Certified that out of Rs 1,095,000.00 sanctioned, Rs 933,000.00 has been properly utilized.","{""claimed_utilization"": 933000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00031,Administrative_Sanction_Order_SYN-PRJ-00031.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00031.pdf,syn_hash_so_SYN-PRJ-0003,"SANCTION ORDER: Project SYN-PRJ-00031. Total administrative approval of INR 560,000.00 sanctioned under MPLADS.","{""sanction_amount"": 560000.0, ""sanction_date"": ""2023-11-12"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00031,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00031.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00031.pdf,syn_hash_uc_SYN-PRJ-0003,"FORM GFR 19-A. Certified that out of Rs 560,000.00 sanctioned, Rs 530,000.00 has been properly utilized.","{""claimed_utilization"": 530000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00032,Administrative_Sanction_Order_SYN-PRJ-00032.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00032.pdf,syn_hash_so_SYN-PRJ-0003,"SANCTION ORDER: Project SYN-PRJ-00032. Total administrative approval of INR 285,000.00 sanctioned under MPLADS.","{""sanction_amount"": 285000.0, ""sanction_date"": ""2023-07-12"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
